n,Mn
3.470000000000000000e+02,4.566086753451621121e+02
3.480000000000000000e+02,4.566086753459842384e+02
3.490000000000000000e+02,4.566087806310132464e+02
3.500000000000000000e+02,4.566087841042052560e+02
3.510000000000000000e+02,4.566088760190414746e+02
3.520000000000000000e+02,4.566089297830340570e+02
3.530000000000000000e+02,4.566089465606219733e+02
3.540000000000000000e+02,4.566089465613782750e+02
3.550000000000000000e+02,4.566144727988554450e+02
3.560000000000000000e+02,4.566166818005300456e+02
3.570000000000000000e+02,4.566199142400996607e+02
3.580000000000000000e+02,4.566199264947612164e+02
3.590000000000000000e+02,4.566200312430377153e+02
3.600000000000000000e+02,4.566200312433384170e+02
3.610000000000000000e+02,4.575917350577586262e+02
3.620000000000000000e+02,4.585260483820028981e+02
3.630000000000000000e+02,4.585260483823239497e+02
3.640000000000000000e+02,4.585262403108116018e+02
3.650000000000000000e+02,4.585268569515861827e+02
3.660000000000000000e+02,4.585277331380223131e+02
3.670000000000000000e+02,4.585278241499875662e+02
3.680000000000000000e+02,4.585279281272862590e+02
3.690000000000000000e+02,4.585279281280695614e+02
3.700000000000000000e+02,4.585279306534230273e+02
3.710000000000000000e+02,4.585279557609613335e+02
3.720000000000000000e+02,4.585279557610219285e+02
3.730000000000000000e+02,4.585280054475912834e+02
3.740000000000000000e+02,4.585280055059454867e+02
3.750000000000000000e+02,4.585281117229592383e+02
3.760000000000000000e+02,4.585281215504999750e+02
3.770000000000000000e+02,4.585281979522115989e+02
3.780000000000000000e+02,4.585281979525272504e+02
3.790000000000000000e+02,4.585386671627144324e+02
3.800000000000000000e+02,4.585466756701413829e+02
3.810000000000000000e+02,4.585580139904766952e+02
3.820000000000000000e+02,4.585619097301873808e+02
3.830000000000000000e+02,4.585619256302319968e+02
3.840000000000000000e+02,4.585619256306287639e+02
3.850000000000000000e+02,4.585622550545866716e+02
3.860000000000000000e+02,4.585635073998160465e+02
3.870000000000000000e+02,4.585649462329156449e+02
3.880000000000000000e+02,4.585649479823372872e+02
3.890000000000000000e+02,4.585652336090587369e+02
3.900000000000000000e+02,4.585652336091727648e+02
3.910000000000000000e+02,4.585730952639130464e+02
3.920000000000000000e+02,4.585842537461721236e+02
3.930000000000000000e+02,4.586273725352544943e+02
3.940000000000000000e+02,4.586358321859761418e+02
3.950000000000000000e+02,4.586367804765501432e+02
3.960000000000000000e+02,4.586367804767256757e+02
3.970000000000000000e+02,4.586370417468835967e+02
3.980000000000000000e+02,4.586377370619046019e+02
3.990000000000000000e+02,4.586383498735934836e+02
4.000000000000000000e+02,4.586385385378117689e+02
4.010000000000000000e+02,4.586389034770274407e+02
4.020000000000000000e+02,4.586389034777988059e+02
4.030000000000000000e+02,4.586490243448179172e+02
4.040000000000000000e+02,4.586569974547411448e+02
4.050000000000000000e+02,4.586578665932301533e+02
4.060000000000000000e+02,4.586579060900171498e+02
4.070000000000000000e+02,4.586592353268221132e+02
4.080000000000000000e+02,4.586592353269845148e+02
4.090000000000000000e+02,4.586597893749836317e+02
4.100000000000000000e+02,4.586604286737460825e+02
4.110000000000000000e+02,4.586604286745932768e+02
4.120000000000000000e+02,4.586634747743112257e+02
4.130000000000000000e+02,4.586647619408774403e+02
4.140000000000000000e+02,4.586676221645874989e+02
4.150000000000000000e+02,4.586676608355802500e+02
4.160000000000000000e+02,4.586707278214650501e+02
4.170000000000000000e+02,4.586707278222880859e+02
4.180000000000000000e+02,4.586707479244197430e+02
4.190000000000000000e+02,4.586707506587717376e+02
4.200000000000000000e+02,4.586707506589924606e+02
4.210000000000000000e+02,4.586710240696129972e+02
4.220000000000000000e+02,4.586712483360120132e+02
4.230000000000000000e+02,4.586716852521957435e+02
4.240000000000000000e+02,4.586717188396873439e+02
4.250000000000000000e+02,4.586717274025784832e+02
4.260000000000000000e+02,4.586717274034187426e+02
4.270000000000000000e+02,4.586717337888458701e+02
4.280000000000000000e+02,4.586717505920897224e+02
4.290000000000000000e+02,4.586719923293755983e+02
4.300000000000000000e+02,4.586719949869996640e+02
4.310000000000000000e+02,4.586720018300305242e+02
4.320000000000000000e+02,4.586720018307766509e+02
4.330000000000000000e+02,4.586720654319502728e+02
4.340000000000000000e+02,4.586727183495981421e+02
4.350000000000000000e+02,4.586742141418847609e+02
4.360000000000000000e+02,4.586777599116756505e+02
4.370000000000000000e+02,4.586779312542937532e+02
4.380000000000000000e+02,4.586779312550663690e+02
4.390000000000000000e+02,4.586780003474513592e+02
4.400000000000000000e+02,4.586780804751900860e+02
4.410000000000000000e+02,4.586781146486141552e+02
4.420000000000000000e+02,4.586781195247252754e+02
4.430000000000000000e+02,4.586781231372232810e+02
4.440000000000000000e+02,4.586781231380550139e+02
4.450000000000000000e+02,4.586783102356179711e+02
4.460000000000000000e+02,4.586797697425864158e+02
4.470000000000000000e+02,4.586801131514608869e+02
4.480000000000000000e+02,4.586802428300545103e+02
4.490000000000000000e+02,4.586809643530772860e+02
4.500000000000000000e+02,4.586809643536930139e+02
4.510000000000000000e+02,4.595072591357618421e+02
4.520000000000000000e+02,4.603085482494792018e+02
4.530000000000000000e+02,4.603085482495998235e+02
4.540000000000000000e+02,4.603090784405342788e+02
4.550000000000000000e+02,4.603123774698920556e+02
4.560000000000000000e+02,4.603123950323006852e+02
4.570000000000000000e+02,4.603124113620384037e+02
4.580000000000000000e+02,4.603124689827896532e+02
4.590000000000000000e+02,4.603124689831463456e+02
4.600000000000000000e+02,4.603127128378467887e+02
4.610000000000000000e+02,4.603131180201291386e+02
4.620000000000000000e+02,4.603134798581312452e+02
4.630000000000000000e+02,4.603135015589008390e+02
4.640000000000000000e+02,4.603135255673597612e+02
4.650000000000000000e+02,4.603135255676432394e+02
4.660000000000000000e+02,4.603135404801396362e+02
4.670000000000000000e+02,4.603135408335455168e+02
4.680000000000000000e+02,4.603135408338688990e+02
4.690000000000000000e+02,4.603156673738884592e+02
4.700000000000000000e+02,4.603159242743984123e+02
4.710000000000000000e+02,4.603159256064607803e+02
4.720000000000000000e+02,4.603159396681768385e+02
4.730000000000000000e+02,4.603163623696992772e+02
4.740000000000000000e+02,4.603163623698198990e+02
4.750000000000000000e+02,4.603173253117152512e+02
4.760000000000000000e+02,4.603174349412098536e+02
4.770000000000000000e+02,4.603174349412908555e+02
4.780000000000000000e+02,4.603177717866427088e+02
4.790000000000000000e+02,4.603177974645952872e+02
4.800000000000000000e+02,4.603179000474477220e+02
4.810000000000000000e+02,4.603180719209981930e+02
4.820000000000000000e+02,4.603181517482692016e+02
4.830000000000000000e+02,4.603181517489801990e+02
4.840000000000000000e+02,4.603181587558747196e+02
4.850000000000000000e+02,4.603181626515598737e+02
4.860000000000000000e+02,4.603181626522829220e+02
4.870000000000000000e+02,4.603182308968549705e+02
4.880000000000000000e+02,4.603182321806751247e+02
4.890000000000000000e+02,4.603182430028261365e+02
4.900000000000000000e+02,4.603182458025708570e+02
4.910000000000000000e+02,4.603183188490651219e+02
4.920000000000000000e+02,4.603183188496371940e+02
4.930000000000000000e+02,4.603185468653483667e+02
4.940000000000000000e+02,4.603185614093429763e+02
4.950000000000000000e+02,4.603185691440426126e+02
4.960000000000000000e+02,4.603185881708241709e+02
4.970000000000000000e+02,4.603186032426664269e+02
4.980000000000000000e+02,4.603186032433092691e+02
4.990000000000000000e+02,4.603195207424890327e+02
5.000000000000000000e+02,4.603200585612058831e+02
5.010000000000000000e+02,4.603205508675644637e+02
5.020000000000000000e+02,4.603207407119684831e+02
5.030000000000000000e+02,4.603207861900226021e+02
5.040000000000000000e+02,4.603207861903406979e+02
5.050000000000000000e+02,4.603215356126477218e+02
5.060000000000000000e+02,4.603216055142958112e+02
5.070000000000000000e+02,4.603218393913620616e+02
5.080000000000000000e+02,4.603219087216614298e+02
5.090000000000000000e+02,4.603234568695696680e+02
5.100000000000000000e+02,4.603234568700435716e+02
5.110000000000000000e+02,4.603235558262115887e+02
5.120000000000000000e+02,4.603235603672192155e+02
5.130000000000000000e+02,4.603238754222277294e+02
5.140000000000000000e+02,4.603239026367978681e+02
5.150000000000000000e+02,4.603241754522980500e+02
5.160000000000000000e+02,4.603241754528328897e+02
5.170000000000000000e+02,4.620483174100294264e+02
5.180000000000000000e+02,4.622765654720241741e+02
5.190000000000000000e+02,4.622765654722232398e+02
5.200000000000000000e+02,4.622771945819809503e+02
5.210000000000000000e+02,4.622777866455146523e+02
5.220000000000000000e+02,4.622777866512935816e+02
5.230000000000000000e+02,4.622781702665025705e+02
5.240000000000000000e+02,4.622783258641857174e+02
5.250000000000000000e+02,4.622783258648116771e+02
5.260000000000000000e+02,4.622783323107306614e+02
5.270000000000000000e+02,4.622783323132835562e+02
5.280000000000000000e+02,4.622783323133727436e+02
5.290000000000000000e+02,4.622783406731789455e+02
5.300000000000000000e+02,4.622783406738082590e+02
5.310000000000000000e+02,4.622783451658528975e+02
5.320000000000000000e+02,4.622783451661567256e+02
5.330000000000000000e+02,4.622783562822550039e+02
5.340000000000000000e+02,4.622783562823408943e+02
5.350000000000000000e+02,4.622783611190503166e+02
5.360000000000000000e+02,4.622783617135989402e+02
5.370000000000000000e+02,4.622783617136019529e+02
5.380000000000000000e+02,4.622783625851561169e+02
5.390000000000000000e+02,4.622783625860041639e+02
5.400000000000000000e+02,4.622783625861169412e+02
5.410000000000000000e+02,4.622791760257254055e+02
5.420000000000000000e+02,4.622792178101576042e+02
5.430000000000000000e+02,4.622792178107058589e+02
5.440000000000000000e+02,4.622792196085620162e+02
5.450000000000000000e+02,4.622792218833583320e+02
5.460000000000000000e+02,4.622792222371231787e+02
5.470000000000000000e+02,4.622792232434696302e+02
5.480000000000000000e+02,4.622792235237316163e+02
5.490000000000000000e+02,4.622792235246383825e+02
5.500000000000000000e+02,4.622792516189931007e+02
5.510000000000000000e+02,4.622793135090611258e+02
5.520000000000000000e+02,4.622793150263108828e+02
5.530000000000000000e+02,4.622793414865057002e+02
5.540000000000000000e+02,4.622793442221664009e+02
5.550000000000000000e+02,4.622793442229476568e+02
5.560000000000000000e+02,4.622796781591239892e+02
5.570000000000000000e+02,4.622798120167161073e+02
5.580000000000000000e+02,4.622798127391875482e+02
5.590000000000000000e+02,4.622798356100317960e+02
5.600000000000000000e+02,4.622798998848104475e+02
5.610000000000000000e+02,4.622798998855151353e+02
5.620000000000000000e+02,4.622799057356921253e+02
5.630000000000000000e+02,4.622799058183310876e+02
5.640000000000000000e+02,4.622799072509030225e+02
5.650000000000000000e+02,4.622799077837898380e+02
5.660000000000000000e+02,4.622799078671060329e+02
5.670000000000000000e+02,4.622799078672877613e+02
5.680000000000000000e+02,4.622810365861590753e+02
5.690000000000000000e+02,4.622810368988959340e+02
5.700000000000000000e+02,4.622811480200770688e+02
5.710000000000000000e+02,4.622813403172898461e+02
5.720000000000000000e+02,4.622813922387061893e+02
5.730000000000000000e+02,4.622813922390747052e+02
5.740000000000000000e+02,4.622816015862665040e+02
5.750000000000000000e+02,4.622820186409119856e+02
5.760000000000000000e+02,4.622832875903992544e+02
5.770000000000000000e+02,4.622835846595816633e+02
5.780000000000000000e+02,4.622836473833326068e+02
5.790000000000000000e+02,4.622836473841297220e+02
5.800000000000000000e+02,4.622838289900795985e+02
5.810000000000000000e+02,4.622838582030181556e+02
5.820000000000000000e+02,4.622838692571084493e+02
