n,blue,red
1.010000000000000000e+02,1.488189005078418073e-02,4.787536967380116165e-02
1.020000000000000000e+02,1.488188897351661391e-02,4.787536967380112696e-02
1.030000000000000000e+02,1.488188364937556921e-02,4.787536967380105063e-02
1.040000000000000000e+02,1.488188262087172808e-02,4.787536967380100900e-02
1.050000000000000000e+02,1.488187986362139205e-02,4.584544499143389240e-02
1.060000000000000000e+02,1.488187742651811071e-02,4.584544499143385077e-02
1.070000000000000000e+02,1.488136255775958892e-02,4.584544499143382301e-02
1.080000000000000000e+02,1.488012200396386132e-02,4.584544499143378832e-02
1.090000000000000000e+02,1.487000025023099692e-02,4.584544499143378138e-02
1.100000000000000000e+02,1.486833285368534263e-02,4.584544499143376750e-02
1.110000000000000000e+02,1.485738245604261570e-02,4.497630545698365345e-02
1.120000000000000000e+02,1.485737804331359151e-02,4.497630545698364651e-02
1.130000000000000000e+02,1.484475302513371328e-02,4.497630545698359100e-02
1.140000000000000000e+02,1.484228297641184378e-02,4.497630545698355631e-02
1.150000000000000000e+02,1.484144152461129573e-02,4.497630545698353549e-02
1.160000000000000000e+02,1.483155531039941077e-02,4.497630545698338284e-02
1.170000000000000000e+02,1.480911763880552248e-02,4.408769838665613228e-02
1.180000000000000000e+02,1.480911294951326243e-02,4.408769838665605595e-02
1.190000000000000000e+02,1.480818023187033435e-02,4.408769838665600738e-02
1.200000000000000000e+02,1.480770199796363137e-02,4.333015237001743708e-02
1.210000000000000000e+02,1.480769974522653902e-02,4.333015237001738851e-02
1.220000000000000000e+02,1.480765810340021506e-02,4.333015237001736769e-02
1.230000000000000000e+02,1.480765575919236292e-02,4.333015237001731218e-02
1.240000000000000000e+02,1.480637056278456820e-02,4.333015237001731218e-02
1.250000000000000000e+02,1.480428254190977941e-02,4.333015237001712483e-02
1.260000000000000000e+02,1.479453565818865564e-02,4.154471958646645258e-02
1.270000000000000000e+02,1.479453500828787488e-02,4.154471958646640400e-02
1.280000000000000000e+02,1.470256475195460232e-02,4.154471958646385049e-02
1.290000000000000000e+02,1.444369886234579160e-02,4.106807056015045199e-02
1.300000000000000000e+02,1.444369880693305470e-02,4.106807056015037566e-02
1.310000000000000000e+02,1.444273804404415558e-02,4.106807056015035484e-02
1.320000000000000000e+02,1.444161530283833567e-02,4.106807056015029933e-02
1.330000000000000000e+02,1.444083716699048371e-02,4.106807056015029239e-02
1.340000000000000000e+02,1.444040871491381398e-02,4.106807056015025076e-02
1.350000000000000000e+02,1.443734182943384389e-02,4.018678308007141153e-02
1.360000000000000000e+02,1.443733543722439637e-02,4.018678308007135602e-02
1.370000000000000000e+02,1.443732505367847745e-02,4.018678308007134214e-02
1.380000000000000000e+02,1.443732221215624292e-02,4.018678308007125888e-02
1.390000000000000000e+02,1.443732088940328888e-02,4.018678308007125888e-02
1.400000000000000000e+02,1.443731192133672521e-02,4.018678308007117561e-02
1.410000000000000000e+02,1.443731077581294694e-02,3.838396112149809747e-02
1.420000000000000000e+02,1.443731074045338618e-02,3.838396112149804890e-02
1.430000000000000000e+02,1.443726673602823557e-02,3.838396112149804196e-02
1.440000000000000000e+02,1.443725316661447974e-02,3.838396112149802114e-02
1.450000000000000000e+02,1.443712305866816370e-02,3.838396112149800726e-02
1.460000000000000000e+02,1.443599418302254911e-02,3.838396112149793787e-02
1.470000000000000000e+02,1.443397714746167196e-02,3.817439172113872708e-02
1.480000000000000000e+02,1.443397421947961549e-02,3.817439172113872015e-02
1.490000000000000000e+02,1.443362380561161173e-02,3.817439172113861606e-02
1.500000000000000000e+02,1.443313788734958830e-02,3.687258270397856391e-02
1.510000000000000000e+02,1.443313082480517616e-02,3.687258270397854309e-02
1.520000000000000000e+02,1.443312525991971226e-02,3.687258270397853616e-02
1.530000000000000000e+02,1.443311142846519582e-02,3.687258270397852922e-02
1.540000000000000000e+02,1.443310441825096380e-02,3.687258270397841126e-02
1.550000000000000000e+02,1.443309034133759793e-02,3.687258270397835574e-02
1.560000000000000000e+02,1.443299999623462622e-02,3.630827150700163819e-02
1.570000000000000000e+02,1.443299795350459422e-02,3.630827150700163125e-02
1.580000000000000000e+02,1.443299685091311430e-02,3.630827150700161043e-02
1.590000000000000000e+02,1.443298625707877501e-02,3.630827150700152023e-02
1.600000000000000000e+02,1.443298574588130351e-02,3.630827150700149247e-02
1.610000000000000000e+02,1.443298323101772744e-02,3.630827150700140227e-02
1.620000000000000000e+02,1.443296508221839775e-02,3.546912591323984204e-02
1.630000000000000000e+02,1.443296486673590652e-02,3.546912591323980735e-02
1.640000000000000000e+02,1.443281543031808486e-02,3.546912591323978653e-02
1.650000000000000000e+02,1.443279680596641114e-02,3.546912591323977959e-02
1.660000000000000000e+02,1.443239292626133374e-02,3.546912591323964081e-02
1.670000000000000000e+02,1.443119358103966444e-02,3.546912591323959918e-02
1.680000000000000000e+02,1.443098457363471872e-02,3.522786274726966149e-02
1.690000000000000000e+02,1.443098328272441472e-02,3.522786274726956435e-02
1.700000000000000000e+02,1.443098099377721280e-02,3.522786274726956435e-02
1.710000000000000000e+02,1.443097445112267313e-02,3.522786274726955741e-02
1.720000000000000000e+02,1.443097184732330431e-02,3.522786274726955741e-02
1.730000000000000000e+02,1.443096771195683144e-02,3.522786274726952965e-02
1.740000000000000000e+02,1.443096683794931404e-02,3.438660628413707510e-02
1.750000000000000000e+02,1.443096029376375773e-02,3.438660628413704040e-02
1.760000000000000000e+02,1.433770997416896828e-02,3.438660628413565956e-02
1.770000000000000000e+02,1.410522497759728044e-02,3.403855336062452247e-02
1.780000000000000000e+02,1.410522457563770891e-02,3.403855336062452247e-02
1.790000000000000000e+02,1.410522437222013099e-02,3.403855336062449471e-02
1.800000000000000000e+02,1.410520717301402306e-02,3.403855336062449471e-02
1.810000000000000000e+02,1.410520012269205273e-02,3.403855336062443920e-02
1.820000000000000000e+02,1.410519996806708538e-02,3.403855336062431430e-02
1.830000000000000000e+02,1.410519082508786964e-02,3.371791872608516372e-02
1.840000000000000000e+02,1.410518725729096624e-02,3.371791872608509433e-02
1.850000000000000000e+02,1.410518544151882422e-02,3.371791872608508739e-02
1.860000000000000000e+02,1.410518133518513968e-02,3.371791872608501800e-02
1.870000000000000000e+02,1.410516835377172498e-02,3.371791872608501800e-02
1.880000000000000000e+02,1.410516684677879870e-02,3.371791872608498331e-02
1.890000000000000000e+02,1.410516121854330125e-02,3.312156806233582107e-02
1.900000000000000000e+02,1.410515327698729122e-02,3.312156806233575862e-02
1.910000000000000000e+02,1.410515311222064992e-02,3.312156806233551576e-02
1.920000000000000000e+02,1.410462999673709958e-02,3.248733771215719240e-02
1.930000000000000000e+02,1.410462226264851474e-02,3.248733771215709526e-02
1.940000000000000000e+02,1.410459458895982170e-02,3.248733771215709526e-02
1.950000000000000000e+02,1.410379889227539492e-02,3.248733771215708138e-02
1.960000000000000000e+02,1.410378629874921817e-02,3.248733771215706057e-02
1.970000000000000000e+02,1.410336497698618137e-02,3.248733771215696342e-02
1.980000000000000000e+02,1.410334652372131035e-02,3.188719342087979053e-02
1.990000000000000000e+02,1.410334300962424146e-02,3.188719342087976971e-02
2.000000000000000000e+02,1.410334296742510665e-02,3.188719342087975583e-02
2.010000000000000000e+02,1.410333641047500919e-02,3.188719342087971420e-02
2.020000000000000000e+02,1.410332901509300622e-02,3.188719342087969338e-02
2.030000000000000000e+02,1.410329618640706814e-02,3.188719342087953379e-02
2.040000000000000000e+02,1.410329054906939855e-02,2.984937594677946129e-02
2.050000000000000000e+02,1.410329000293546881e-02,2.984937594677945089e-02
2.060000000000000000e+02,1.410328058707713272e-02,2.984937594677941966e-02
2.070000000000000000e+02,1.410327844631953202e-02,2.984937594677940925e-02
2.080000000000000000e+02,1.410326591210808028e-02,2.984937594677939537e-02
2.090000000000000000e+02,1.410323789893283553e-02,2.984937594677934680e-02
2.100000000000000000e+02,1.410323323606648728e-02,2.956321212054836833e-02
2.110000000000000000e+02,1.410322840371442364e-02,2.956321212054836833e-02
2.120000000000000000e+02,1.410300823004864354e-02,2.956321212054836486e-02
2.130000000000000000e+02,1.410259384913197835e-02,2.956321212054835099e-02
2.140000000000000000e+02,1.410258484366587114e-02,2.956321212054822956e-02
2.150000000000000000e+02,1.410255047163036339e-02,2.956321212054815323e-02
2.160000000000000000e+02,1.410238077511575747e-02,2.907898619814877281e-02
2.170000000000000000e+02,1.410237655667112219e-02,2.907898619814877281e-02
2.180000000000000000e+02,1.410237386506498457e-02,2.907898619814873464e-02
2.190000000000000000e+02,1.410237184357470905e-02,2.907898619814872770e-02
2.200000000000000000e+02,1.410237027398565657e-02,2.907898619814871730e-02
2.210000000000000000e+02,1.410236175638492594e-02,2.907898619814847097e-02
2.220000000000000000e+02,1.410235517883637324e-02,2.887900127822604079e-02
2.230000000000000000e+02,1.410235429866842256e-02,2.887900127822599569e-02
2.240000000000000000e+02,1.405166374802925382e-02,2.887900127822458016e-02
2.250000000000000000e+02,1.391536609193909889e-02,2.882969657076556863e-02
2.260000000000000000e+02,1.391536048480853348e-02,2.882969657076542638e-02
2.270000000000000000e+02,1.391535012520605206e-02,2.882969657076535352e-02
2.280000000000000000e+02,1.391504455239395664e-02,2.770909959753435278e-02
2.290000000000000000e+02,1.391503741228240949e-02,2.770909959753431809e-02
2.300000000000000000e+02,1.391503678268100896e-02,2.770909959753428686e-02
2.310000000000000000e+02,1.391503646912357374e-02,2.770909959753427299e-02
2.320000000000000000e+02,1.391501558169163343e-02,2.770909959753426258e-02
2.330000000000000000e+02,1.391501341197328573e-02,2.770909959753423135e-02
2.340000000000000000e+02,1.391498957303529717e-02,2.678141189445018208e-02
2.350000000000000000e+02,1.391498152103450535e-02,2.678141189445016127e-02
2.360000000000000000e+02,1.391492816074287042e-02,2.678141189445015086e-02
2.370000000000000000e+02,1.391491804138265086e-02,2.678141189445013351e-02
2.380000000000000000e+02,1.391462584332294611e-02,2.678141189445011963e-02
2.390000000000000000e+02,1.391459255040369825e-02,2.678141189445008147e-02
2.400000000000000000e+02,1.391438818982472167e-02,2.555333982578722810e-02
2.410000000000000000e+02,1.391438776775182247e-02,2.555333982578720381e-02
2.420000000000000000e+02,1.391438763659589781e-02,2.555333982578718299e-02
2.430000000000000000e+02,1.391438667310034710e-02,2.555333982578716565e-02
2.440000000000000000e+02,1.391438667249972339e-02,2.555333982578715177e-02
2.450000000000000000e+02,1.391436762701350749e-02,2.555333982578709973e-02
2.460000000000000000e+02,1.391434316011004764e-02,2.519075797608091860e-02
2.470000000000000000e+02,1.391433701377240567e-02,2.519075797608088738e-02
2.480000000000000000e+02,1.391431403948258615e-02,2.519075797608082840e-02
2.490000000000000000e+02,1.391413424767472089e-02,2.504054040007021656e-02
2.500000000000000000e+02,1.391413085226122018e-02,2.504054040007020268e-02
2.510000000000000000e+02,1.391412628095706379e-02,2.504054040007016105e-02
2.520000000000000000e+02,1.391412337633734717e-02,2.504054040007014717e-02
2.530000000000000000e+02,1.391412337312672096e-02,2.504054040007014717e-02
2.540000000000000000e+02,1.391412336245395967e-02,2.504054040007001880e-02
2.550000000000000000e+02,1.391411096365513522e-02,2.455171805277043401e-02
2.560000000000000000e+02,1.391411009662470166e-02,2.455171805277039238e-02
2.570000000000000000e+02,1.386656081063715115e-02,2.455171805276964297e-02
2.580000000000000000e+02,1.374044535022722092e-02,2.419224110907041911e-02
2.590000000000000000e+02,1.374044531264189718e-02,2.419224110907038094e-02
2.600000000000000000e+02,1.374044520764369261e-02,2.419224110907036360e-02
2.610000000000000000e+02,1.374036541485999276e-02,2.419224110907034972e-02
2.620000000000000000e+02,1.374036336859833091e-02,2.419224110907032543e-02
2.630000000000000000e+02,1.374009737437664226e-02,2.419224110907030115e-02
2.640000000000000000e+02,1.374002218472443297e-02,2.344812401714890110e-02
2.650000000000000000e+02,1.374002180644623081e-02,2.344812401714888722e-02
2.660000000000000000e+02,1.374000410781289414e-02,2.344812401714887681e-02
2.670000000000000000e+02,1.373999646749454219e-02,2.344812401714885253e-02
2.680000000000000000e+02,1.373999522566552584e-02,2.344812401714882824e-02
2.690000000000000000e+02,1.373998817751035523e-02,2.344812401714879355e-02
2.700000000000000000e+02,1.373998768851830178e-02,2.295042091376726934e-02
2.710000000000000000e+02,1.373998768867847921e-02,2.295042091376722770e-02
2.720000000000000000e+02,1.373998768949887331e-02,2.295042091376721383e-02
2.730000000000000000e+02,1.373998778185236969e-02,2.273052876243528836e-02
2.740000000000000000e+02,1.373998755077280622e-02,2.273052876243526407e-02
2.750000000000000000e+02,1.373998748217972708e-02,2.273052876243505244e-02
2.760000000000000000e+02,1.373998699277971004e-02,2.230231975029653771e-02
2.770000000000000000e+02,1.373998551007216302e-02,2.230231975029650301e-02
2.780000000000000000e+02,1.373998538504785788e-02,2.230231975029643363e-02
2.790000000000000000e+02,1.373998536837909255e-02,2.210274729637135005e-02
2.800000000000000000e+02,1.373997890724426574e-02,2.210274729637132576e-02
2.810000000000000000e+02,1.373995063762709946e-02,2.210274729637127372e-02
2.820000000000000000e+02,1.373985554268920828e-02,2.181966609993439901e-02
2.830000000000000000e+02,1.373985282410352358e-02,2.181966609993439554e-02
2.840000000000000000e+02,1.373982180470723069e-02,2.181966609993437820e-02
2.850000000000000000e+02,1.373977808144794671e-02,2.181966609993437126e-02
2.860000000000000000e+02,1.373962991302344304e-02,2.181966609993436779e-02
2.870000000000000000e+02,1.373962790868832329e-02,2.181966609993432615e-02
2.880000000000000000e+02,1.373954684685379894e-02,2.172102110185195750e-02
2.890000000000000000e+02,1.373954634752927798e-02,2.172102110185192281e-02
2.900000000000000000e+02,1.373954608063287369e-02,2.172102110185188811e-02
2.910000000000000000e+02,1.373953542492342694e-02,2.172102110185186383e-02
2.920000000000000000e+02,1.373953413260607832e-02,2.172102110185185342e-02
2.930000000000000000e+02,1.373953347080096414e-02,2.172102110185172158e-02
2.940000000000000000e+02,1.373952873515933357e-02,2.168746487842634560e-02
2.950000000000000000e+02,1.373952873373964108e-02,2.168746487842633519e-02
2.960000000000000000e+02,1.373952830621411741e-02,2.168746487842627274e-02
2.970000000000000000e+02,1.373952660939413428e-02,2.143918183810966313e-02
2.980000000000000000e+02,1.373952067728645247e-02,2.143918183810962844e-02
2.990000000000000000e+02,1.373951904829987664e-02,2.143918183810957986e-02
3.000000000000000000e+02,1.373950709341455363e-02,2.143918183810956252e-02
3.010000000000000000e+02,1.373950708971264159e-02,2.143918183810956252e-02
3.020000000000000000e+02,1.373950485983243923e-02,2.143918183810954517e-02
3.030000000000000000e+02,1.373950135876303089e-02,2.109088500132633853e-02
3.040000000000000000e+02,1.373949767383902780e-02,2.109088500132627955e-02
3.050000000000000000e+02,1.371509260133839045e-02,2.109088500132581118e-02
3.060000000000000000e+02,1.363182862810281490e-02,2.091511312687675470e-02
3.070000000000000000e+02,1.363182761486559681e-02,2.091511312687666796e-02
3.080000000000000000e+02,1.363182601699030293e-02,2.091511312687665408e-02
3.090000000000000000e+02,1.363182596234162672e-02,2.001869681614067489e-02
3.100000000000000000e+02,1.363182530848804086e-02,2.001869681614056734e-02
3.110000000000000000e+02,1.363182530175400219e-02,2.001869681614056734e-02
3.120000000000000000e+02,1.363182366901390108e-02,1.966921956705181690e-02
3.130000000000000000e+02,1.363182329166698868e-02,1.966921956705181343e-02
3.140000000000000000e+02,1.363170096243064046e-02,1.966921956705179955e-02
3.150000000000000000e+02,1.363169467325730036e-02,1.966921956705179955e-02
3.160000000000000000e+02,1.363167610815066780e-02,1.966921956705177180e-02
3.170000000000000000e+02,1.363167599185299839e-02,1.966921956705174751e-02
3.180000000000000000e+02,1.363160525015362327e-02,1.959487640372560915e-02
3.190000000000000000e+02,1.363160226930599551e-02,1.959487640372555711e-02
3.200000000000000000e+02,1.310330007168564355e-02,1.959487640372554670e-02
3.210000000000000000e+02,1.295995920710591408e-02,1.959487640372554670e-02
3.220000000000000000e+02,9.961075781094353918e-03,1.959487640372553630e-02
3.230000000000000000e+02,9.536811989024576719e-03,1.959487640372552242e-02
3.240000000000000000e+02,2.907768736514605625e-03,1.955484580674283698e-02
3.250000000000000000e+02,2.907756723308966163e-03,1.955484580674283698e-02
3.260000000000000000e+02,2.907746081978592866e-03,1.955484580674282311e-02
3.270000000000000000e+02,2.907746030405138592e-03,1.955484580674281617e-02
3.280000000000000000e+02,2.907709354988438459e-03,1.955484580674275372e-02
3.290000000000000000e+02,2.907709113958492891e-03,1.955484580674273637e-02
3.300000000000000000e+02,2.907684370152347365e-03,1.947557897428332449e-02
3.310000000000000000e+02,2.907676104882959620e-03,1.947557897428330714e-02
3.320000000000000000e+02,2.907647543421511532e-03,1.947557897428326204e-02
3.330000000000000000e+02,2.907251471316572595e-03,1.943435894224500998e-02
3.340000000000000000e+02,2.907210214385762097e-03,1.943435894224500998e-02
3.350000000000000000e+02,2.872323769161779818e-03,1.943435894224500998e-02
3.360000000000000000e+02,2.811007144793286217e-03,1.943435894224500651e-02
3.370000000000000000e+02,2.786635033416061131e-03,1.943435894224499610e-02
3.380000000000000000e+02,2.747769098993266875e-03,1.943435894224498570e-02
3.390000000000000000e+02,2.539145230642343362e-03,1.912047782657176273e-02
3.400000000000000000e+02,2.539145052515320248e-03,1.912047782657173151e-02
3.410000000000000000e+02,2.539103370219877344e-03,1.912047782657172804e-02
3.420000000000000000e+02,2.538165618619697781e-03,1.912047782657172457e-02
3.430000000000000000e+02,2.536389644797039985e-03,1.912047782657171069e-02
3.440000000000000000e+02,2.535919553102103808e-03,1.912047782657168293e-02
3.450000000000000000e+02,2.535758687375345381e-03,1.903275854892404889e-02
3.460000000000000000e+02,2.535758667089676836e-03,1.903275854892401420e-02
3.470000000000000000e+02,2.535758122672447656e-03,1.903275854892400379e-02
3.480000000000000000e+02,2.535747823271685721e-03,1.896746745049117389e-02
3.490000000000000000e+02,2.535737401083036288e-03,1.896746745049116695e-02
3.500000000000000000e+02,2.535735864304777820e-03,1.896746745049115307e-02
3.510000000000000000e+02,2.535732616768294600e-03,1.896746745049113919e-02
3.520000000000000000e+02,2.535716813118878577e-03,1.896746745049113572e-02
3.530000000000000000e+02,2.535684050714756034e-03,1.896746745049106980e-02
3.540000000000000000e+02,2.535666750366721671e-03,1.866676445336006712e-02
3.550000000000000000e+02,2.535645755074852469e-03,1.866676445336004977e-02
3.560000000000000000e+02,2.535000489092087504e-03,1.866676445336004977e-02
3.570000000000000000e+02,2.534557547516298141e-03,1.866676445336004631e-02
3.580000000000000000e+02,2.533593065722701803e-03,1.866676445336003937e-02
3.590000000000000000e+02,2.532541436733896142e-03,1.866676445335999079e-02
3.600000000000000000e+02,2.532463513419484433e-03,1.828049404673958919e-02
3.610000000000000000e+02,2.532424541011882996e-03,1.828049404673957185e-02
3.620000000000000000e+02,2.363181109741796602e-03,1.828049404673901673e-02
3.630000000000000000e+02,1.918566580303987610e-03,1.809172819346555397e-02
3.640000000000000000e+02,1.918554978502002998e-03,1.809172819346549152e-02
3.650000000000000000e+02,1.918549176885499166e-03,1.809172819346548458e-02
3.660000000000000000e+02,1.918542434339591931e-03,1.809172819346547417e-02
3.670000000000000000e+02,1.918542029258993092e-03,1.809172819346547417e-02
3.680000000000000000e+02,1.918532148262142934e-03,1.809172819346527641e-02
3.690000000000000000e+02,1.917930370537208971e-03,1.799027361804920663e-02
3.700000000000000000e+02,1.917929527085058183e-03,1.799027361804918582e-02
3.710000000000000000e+02,1.917924131201584207e-03,1.799027361804916847e-02
3.720000000000000000e+02,1.917920596439374277e-03,1.780979990108017691e-02
3.730000000000000000e+02,1.917920514956182989e-03,1.780979990108016997e-02
3.740000000000000000e+02,1.917913317311939134e-03,1.780979990108015956e-02
3.750000000000000000e+02,1.917891283560507884e-03,1.780979990108014915e-02
3.760000000000000000e+02,1.917884272240831566e-03,1.780979990108011793e-02
3.770000000000000000e+02,1.917853026909899184e-03,1.780979990108008323e-02
3.780000000000000000e+02,1.917836152119951638e-03,1.774882654991235056e-02
3.790000000000000000e+02,1.917788890846773651e-03,1.774882654991234016e-02
3.800000000000000000e+02,1.914520343097219973e-03,1.774882654991232628e-02
3.810000000000000000e+02,1.911681118294075634e-03,1.774882654991231240e-02
3.820000000000000000e+02,1.909610929821943352e-03,1.774882654991230546e-02
3.830000000000000000e+02,1.906503334278917194e-03,1.774882654991223954e-02
3.840000000000000000e+02,1.905699745806878126e-03,1.773458293070504302e-02
3.850000000000000000e+02,1.905682599283552376e-03,1.773458293070502914e-02
3.860000000000000000e+02,1.905658926679289038e-03,1.773458293070502914e-02
3.870000000000000000e+02,1.905103085758322106e-03,1.773458293070501873e-02
3.880000000000000000e+02,1.905005836473467077e-03,1.773458293070501526e-02
