n,blue,red
3.890000000000000000e+02,1.904985610337140952e-03,1.773458293070494241e-02
3.900000000000000000e+02,1.904545309967622642e-03,1.761702764074950939e-02
3.910000000000000000e+02,1.904505392234633792e-03,1.761702764074947816e-02
3.920000000000000000e+02,1.903958922527717711e-03,1.761702764074947816e-02
3.930000000000000000e+02,1.901887664849909827e-03,1.761702764074946428e-02
3.940000000000000000e+02,1.901884046896802584e-03,1.761702764074946082e-02
3.950000000000000000e+02,1.896230129455854507e-03,1.761702764074934285e-02
3.960000000000000000e+02,1.879434850082561991e-03,1.741709230910297793e-02
3.970000000000000000e+02,1.879377030784720260e-03,1.741709230910295017e-02
3.980000000000000000e+02,1.879371800576962268e-03,1.741709230910293282e-02
3.990000000000000000e+02,1.879105935973300005e-03,1.741709230910292588e-02
4.000000000000000000e+02,1.879049033914325165e-03,1.741709230910291548e-02
4.010000000000000000e+02,1.878932857296804334e-03,1.741709230910286690e-02
4.020000000000000000e+02,1.878720718341710290e-03,1.735871454517748727e-02
4.030000000000000000e+02,1.878664570204783722e-03,1.735871454517748033e-02
4.040000000000000000e+02,1.878069039063016499e-03,1.735871454517746298e-02
4.050000000000000000e+02,1.878068867728193651e-03,1.735871454517745605e-02
4.060000000000000000e+02,1.878032462369393172e-03,1.735871454517744911e-02
4.070000000000000000e+02,1.872915311668087125e-03,1.735871454517744217e-02
4.080000000000000000e+02,1.871917926309241186e-03,1.723250887532963918e-02
4.090000000000000000e+02,1.871892781065342395e-03,1.723250887532962530e-02
4.100000000000000000e+02,1.871861799742950954e-03,1.723250887532956979e-02
4.110000000000000000e+02,1.871521209559324442e-03,1.698394024121799642e-02
4.120000000000000000e+02,1.871478080774480407e-03,1.698394024121799642e-02
4.130000000000000000e+02,1.871477610614135940e-03,1.698394024121798254e-02
4.140000000000000000e+02,1.871326679327167631e-03,1.698394024121797560e-02
4.150000000000000000e+02,1.869831931578282798e-03,1.698394024121796519e-02
4.160000000000000000e+02,1.869254204281493728e-03,1.698394024121795132e-02
4.170000000000000000e+02,1.868168065148452083e-03,1.692073182231993572e-02
4.180000000000000000e+02,1.868167343935750544e-03,1.692073182231990450e-02
4.190000000000000000e+02,1.868163398303277455e-03,1.692073182231985939e-02
4.200000000000000000e+02,1.868160725648351089e-03,1.666595713940658904e-02
4.210000000000000000e+02,1.868140722059689288e-03,1.666595713940657170e-02
4.220000000000000000e+02,1.868140573709866194e-03,1.666595713940656823e-02
4.230000000000000000e+02,1.868000106188648238e-03,1.666595713940656129e-02
4.240000000000000000e+02,1.867989624739044589e-03,1.666595713940654394e-02
4.250000000000000000e+02,1.867943024192895898e-03,1.666595713940649884e-02
4.260000000000000000e+02,1.867866981213521385e-03,1.666357810917664176e-02
4.270000000000000000e+02,1.867866562201599004e-03,1.666357810917662441e-02
4.280000000000000000e+02,1.867863557308824078e-03,1.666357810917662441e-02
4.290000000000000000e+02,1.867863458565950392e-03,1.666357810917659318e-02
4.300000000000000000e+02,1.867857570641084410e-03,1.666357810917659318e-02
4.310000000000000000e+02,1.867826646812843902e-03,1.666357810917658278e-02
4.320000000000000000e+02,1.867780083755789938e-03,1.650658487251092238e-02
4.330000000000000000e+02,1.867779718913271762e-03,1.650658487251091891e-02
4.340000000000000000e+02,1.867720429681549686e-03,1.650658487251091197e-02
4.350000000000000000e+02,1.867704370523502917e-03,1.650658487251091197e-02
4.360000000000000000e+02,1.867106842813739476e-03,1.650658487251090850e-02
4.370000000000000000e+02,1.866421247926524632e-03,1.650658487251089809e-02
4.380000000000000000e+02,1.865966579105681313e-03,1.620876679004137205e-02
4.390000000000000000e+02,1.865960547543096424e-03,1.620876679004136511e-02
4.400000000000000000e+02,1.865952844295743276e-03,1.620876679004135471e-02
4.410000000000000000e+02,1.865914733633767652e-03,1.620876679004135124e-02
4.420000000000000000e+02,1.865913549709400255e-03,1.620876679004130960e-02
4.430000000000000000e+02,1.865911306603228095e-03,1.620876679004130613e-02
4.440000000000000000e+02,1.865909805103977206e-03,1.600253096103585251e-02
4.450000000000000000e+02,1.865868404220095023e-03,1.600253096103584211e-02
4.460000000000000000e+02,1.865863423931480788e-03,1.600253096103583864e-02
4.470000000000000000e+02,1.865845040976077005e-03,1.600253096103582129e-02
4.480000000000000000e+02,1.865616526840891722e-03,1.600253096103581088e-02
4.490000000000000000e+02,1.865303518507961623e-03,1.600253096103580047e-02
4.500000000000000000e+02,1.865089115439653609e-03,1.596794662339896462e-02
4.510000000000000000e+02,1.865060067669951438e-03,1.596794662339895074e-02
4.520000000000000000e+02,1.603262410229941209e-03,1.596794662339839216e-02
4.530000000000000000e+02,1.299008513682341822e-03,1.594314828551090732e-02
4.540000000000000000e+02,1.298951349753703442e-03,1.594314828551086916e-02
4.550000000000000000e+02,1.298846095078571303e-03,1.594314828551086569e-02
4.560000000000000000e+02,1.297443367912227714e-03,1.594314828551086569e-02
4.570000000000000000e+02,1.297441422890550358e-03,1.594314828551085528e-02
4.580000000000000000e+02,1.297391369137792768e-03,1.594314828551080671e-02
4.590000000000000000e+02,1.297376171288603134e-03,1.586114401821099237e-02
4.600000000000000000e+02,1.297338132612577480e-03,1.586114401821099237e-02
4.610000000000000000e+02,1.297241607678095536e-03,1.586114401821099237e-02
4.620000000000000000e+02,1.297235270032044132e-03,1.586114401821096115e-02
4.630000000000000000e+02,1.297113787567283219e-03,1.586114401821095074e-02
4.640000000000000000e+02,1.296968201738563694e-03,1.586114401821091952e-02
4.650000000000000000e+02,1.296943269931827378e-03,1.584903234009234566e-02
4.660000000000000000e+02,1.296942500771810017e-03,1.584903234009232484e-02
4.670000000000000000e+02,1.296939191695713981e-03,1.584903234009228667e-02
4.680000000000000000e+02,1.296937002601062771e-03,1.531145993108446249e-02
4.690000000000000000e+02,1.296863711297903052e-03,1.531145993108443473e-02
4.700000000000000000e+02,1.296667746554762283e-03,1.531145993108442779e-02
4.710000000000000000e+02,1.296631714105710240e-03,1.531145993108441739e-02
4.720000000000000000e+02,1.296630816599291880e-03,1.531145993108439136e-02
4.730000000000000000e+02,1.296546864146867328e-03,1.531145993108436014e-02
4.740000000000000000e+02,1.295855105112818460e-03,1.530945186647420311e-02
4.750000000000000000e+02,1.295787731185757841e-03,1.530945186647419270e-02
4.760000000000000000e+02,1.295519292112151276e-03,1.530945186647419270e-02
4.770000000000000000e+02,1.295442512562733958e-03,1.502388906358826694e-02
4.780000000000000000e+02,1.295440572364094187e-03,1.502388906358821316e-02
4.790000000000000000e+02,1.295437309648262954e-03,1.502388906358821316e-02
4.800000000000000000e+02,1.295372110077845640e-03,1.502388906358819928e-02
4.810000000000000000e+02,1.295332213505935104e-03,1.502388906358819234e-02
4.820000000000000000e+02,1.295326023998487949e-03,1.502388906358815418e-02
4.830000000000000000e+02,1.295180828202292713e-03,1.479509167615298930e-02
4.840000000000000000e+02,1.295179167172288417e-03,1.479509167615298063e-02
4.850000000000000000e+02,1.295179080838025545e-03,1.479509167615293899e-02
4.860000000000000000e+02,1.295176933149178250e-03,1.474967171633678742e-02
4.870000000000000000e+02,1.295165601344592859e-03,1.474967171633677354e-02
4.880000000000000000e+02,1.295154641811374846e-03,1.474967171633675619e-02
4.890000000000000000e+02,1.295148460783545090e-03,1.474967171633674405e-02
4.900000000000000000e+02,1.295147394037327688e-03,1.474967171633674232e-02
4.910000000000000000e+02,1.295136803516240423e-03,1.474967171633673885e-02
4.920000000000000000e+02,1.295121192646846815e-03,1.472028572756206750e-02
4.930000000000000000e+02,1.295118766155439272e-03,1.472028572756206230e-02
4.940000000000000000e+02,1.295079932535609908e-03,1.472028572756206057e-02
4.950000000000000000e+02,1.295054504685342689e-03,1.472028572756204495e-02
4.960000000000000000e+02,1.295027998789284812e-03,1.472028572756201026e-02
4.970000000000000000e+02,1.295027278375065647e-03,1.472028572756200505e-02
4.980000000000000000e+02,1.295020421630562520e-03,1.462947373411776358e-02
4.990000000000000000e+02,1.294961537790266601e-03,1.462947373411772715e-02
5.000000000000000000e+02,1.294893414478564837e-03,1.462947373411772542e-02
5.010000000000000000e+02,1.294889350334883522e-03,1.462947373411770981e-02
5.020000000000000000e+02,1.294789552262502405e-03,1.462947373411768726e-02
5.030000000000000000e+02,1.294786306578394859e-03,1.462947373411765083e-02
5.040000000000000000e+02,1.294254338061027196e-03,1.445637905168592821e-02
5.050000000000000000e+02,1.294210124136981792e-03,1.445637905168592127e-02
5.060000000000000000e+02,1.294187974604034006e-03,1.445637905168591086e-02
5.070000000000000000e+02,1.294184619304350296e-03,1.445637905168590219e-02
5.080000000000000000e+02,1.294090714528349593e-03,1.445637905168590046e-02
5.090000000000000000e+02,1.294089080340350261e-03,1.445637905168582413e-02
5.100000000000000000e+02,1.293335627064802268e-03,1.417295870766627046e-02
5.110000000000000000e+02,1.293314219243697685e-03,1.417295870766623923e-02
5.120000000000000000e+02,1.293314108224467417e-03,1.417295870766623750e-02
5.130000000000000000e+02,1.293312355447132035e-03,1.417295870766623056e-02
5.140000000000000000e+02,1.293249046423352363e-03,1.417295870766621495e-02
5.150000000000000000e+02,1.293171493171959945e-03,1.417295870766614903e-02
5.160000000000000000e+02,1.293100426701160885e-03,1.404296385023725592e-02
5.170000000000000000e+02,1.293083222115402886e-03,1.404296385023723337e-02
5.180000000000000000e+02,1.020473678432788937e-03,1.404296385023703908e-02
5.190000000000000000e+02,8.332410388320390926e-05,1.391426967689311789e-02
5.200000000000000000e+02,8.285603196468565321e-05,1.391426967689307279e-02
5.210000000000000000e+02,8.282400932786064627e-05,1.391426967689306932e-02
5.220000000000000000e+02,8.208795582033333814e-05,1.391426967689304330e-02
5.230000000000000000e+02,7.734164277228621973e-05,1.391426967689303636e-02
5.240000000000000000e+02,7.712009655157125629e-05,1.391426967689299993e-02
5.250000000000000000e+02,7.363234671422590834e-05,1.377398593942489452e-02
5.260000000000000000e+02,7.358903346077428839e-05,1.377398593942488758e-02
5.270000000000000000e+02,7.358702738407525777e-05,1.377398593942485809e-02
5.280000000000000000e+02,7.358622414615798393e-05,1.373748716223982709e-02
5.290000000000000000e+02,7.354216849850907212e-05,1.373748716223981495e-02
5.300000000000000000e+02,7.354245621527163697e-05,1.373748716223981495e-02
5.310000000000000000e+02,7.354016041719462795e-05,1.373748716223980627e-02
5.320000000000000000e+02,7.353709525523830556e-05,1.373748716223979066e-02
5.330000000000000000e+02,7.345898440875199694e-05,1.373748716223972301e-02
5.340000000000000000e+02,7.345654808599187083e-05,1.365839806828837537e-02
5.350000000000000000e+02,7.342313267566071889e-05,1.365839806828835802e-02
5.360000000000000000e+02,7.342049934453300614e-05,1.365839806828834414e-02
5.370000000000000000e+02,7.341954720683516536e-05,1.365839806828833547e-02
5.380000000000000000e+02,7.341052639498943638e-05,1.365839806828832680e-02
5.390000000000000000e+02,7.341030564769759838e-05,1.365839806828830945e-02
5.400000000000000000e+02,7.341047545970703664e-05,1.365346744320564652e-02
5.410000000000000000e+02,7.166479459050206227e-05,1.365346744320563438e-02
5.420000000000000000e+02,6.792797724621499626e-05,1.365346744320555805e-02
5.430000000000000000e+02,6.722499285845853984e-05,1.350261726098650646e-02
5.440000000000000000e+02,6.722278290023232902e-05,1.350261726098649258e-02
5.450000000000000000e+02,6.720978426334759607e-05,1.350261726098648911e-02
5.460000000000000000e+02,6.720854651686310720e-05,1.350261726098648390e-02
5.470000000000000000e+02,6.720716044540020657e-05,1.350261726098647176e-02
5.480000000000000000e+02,6.720584136270420228e-05,1.350261726098646656e-02
5.490000000000000000e+02,6.720253403717380144e-05,1.342613131509075471e-02
5.500000000000000000e+02,6.713735023194318291e-05,1.342613131509074256e-02
5.510000000000000000e+02,6.671205287409845853e-05,1.342613131509073215e-02
5.520000000000000000e+02,6.671161513523798622e-05,1.342613131509072348e-02
5.530000000000000000e+02,6.650299166976986849e-05,1.342613131509071828e-02
5.540000000000000000e+02,6.649972119972110622e-05,1.342613131509067838e-02
5.550000000000000000e+02,6.648301509102138933e-05,1.332417580080460205e-02
5.560000000000000000e+02,6.560179205669774689e-05,1.332417580080459511e-02
5.570000000000000000e+02,6.454310286950229957e-05,1.332417580080459338e-02
5.580000000000000000e+02,6.454270348410811773e-05,1.332417580080456562e-02
5.590000000000000000e+02,6.384289141478183629e-05,1.332417580080455868e-02
5.600000000000000000e+02,6.385122617501457160e-05,1.332417580080451185e-02
5.610000000000000000e+02,6.284308618294620423e-05,1.327476229289501625e-02
5.620000000000000000e+02,6.280466910049883336e-05,1.327476229289499543e-02
5.630000000000000000e+02,6.280443062541354610e-05,1.327476229289499370e-02
5.640000000000000000e+02,6.279364199880498173e-05,1.327476229289499023e-02
5.650000000000000000e+02,6.279292592186137758e-05,1.327476229289493992e-02
5.660000000000000000e+02,6.279134379425702192e-05,1.327476229289493992e-02
5.670000000000000000e+02,6.278970816224191192e-05,1.318132593313280435e-02
5.680000000000000000e+02,6.278942364842502756e-05,1.318132593313279047e-02
5.690000000000000000e+02,6.277896405517985768e-05,1.318132593313276792e-02
5.700000000000000000e+02,6.277781030501277087e-05,1.318132593313276618e-02
5.710000000000000000e+02,6.193385252589820190e-05,1.318132593313276271e-02
5.720000000000000000e+02,5.529576319314825770e-05,1.318132593313272108e-02
5.730000000000000000e+02,5.332468656513280952e-05,1.307824058222229434e-02
5.740000000000000000e+02,5.224200736612717055e-05,1.307824058222228567e-02
5.750000000000000000e+02,5.088748635611848074e-05,1.307824058222227526e-02
5.760000000000000000e+02,4.924525485261904326e-05,1.307824058222226138e-02
5.770000000000000000e+02,4.579619879307607599e-05,1.307824058222225097e-02
5.780000000000000000e+02,3.609851795001565333e-05,1.307824058222225097e-02
5.790000000000000000e+02,3.609419488713616365e-05,1.306881308517164608e-02
5.800000000000000000e+02,3.609268306434306996e-05,1.306881308517162874e-02
5.810000000000000000e+02,3.609084259689124811e-05,1.306881308517162353e-02
5.820000000000000000e+02,3.607778003655146459e-05,1.306881308517162180e-02
5.830000000000000000e+02,3.607403862919521394e-05,1.306881308517161486e-02
5.840000000000000000e+02,3.607146446284103868e-05,1.306881308517158537e-02
5.850000000000000000e+02,3.607121840442285724e-05,1.298134046220516397e-02
5.860000000000000000e+02,3.607020491782599920e-05,1.298134046220512580e-02
5.870000000000000000e+02,3.487614617294483804e-05,1.298134046220512407e-02
5.880000000000000000e+02,3.484180308675776695e-05,1.298134046220511886e-02
5.890000000000000000e+02,3.485468655206532288e-05,1.298134046220508070e-02
5.900000000000000000e+02,3.486154473330637207e-05,1.298134046220501998e-02
5.910000000000000000e+02,3.486207453922610230e-05,1.279643388580337972e-02
5.920000000000000000e+02,3.486207538220732505e-05,1.279643388580335717e-02
5.930000000000000000e+02,3.486207589562048280e-05,1.279643388580331900e-02
5.940000000000000000e+02,3.486207787770026630e-05,1.263030805403479381e-02
5.950000000000000000e+02,3.194634754074472693e-05,1.263030805403475391e-02
5.960000000000000000e+02,3.147915513164385352e-05,1.263030805403475391e-02
5.970000000000000000e+02,3.080541876800802327e-05,1.263030805403474871e-02
5.980000000000000000e+02,3.070154928630975164e-05,1.263030805403474177e-02
5.990000000000000000e+02,3.068843091982843379e-05,1.263030805403470187e-02
6.000000000000000000e+02,3.068740505084852012e-05,1.249029050838156019e-02
