1.000000000000000000e+00,5.006804251758456559e-01
2.000000000000000000e+00,2.185082956362753492e+01
3.000000000000000000e+00,2.271527706135098512e+01
4.000000000000000000e+00,5.902568282708922709e+01
5.000000000000000000e+00,6.094155976278098308e+01
6.000000000000000000e+00,6.367735379979895072e+01
7.000000000000000000e+00,6.993364598632336993e+01
8.000000000000000000e+00,7.646032941166234309e+01
9.000000000000000000e+00,7.888485781965449917e+01
1.000000000000000000e+01,8.163196020640971540e+01
1.100000000000000000e+01,2.162207395378717933e+02
1.200000000000000000e+01,2.818115381879219399e+02
1.300000000000000000e+01,2.830158114733707180e+02
1.400000000000000000e+01,2.830361978327844099e+02
1.500000000000000000e+01,2.832532911967854830e+02
1.600000000000000000e+01,2.857634436466219654e+02
1.700000000000000000e+01,2.857726106501227150e+02
1.800000000000000000e+01,2.857732200536736400e+02
1.900000000000000000e+01,2.857753317973590583e+02
2.000000000000000000e+01,2.857796545407961730e+02
2.100000000000000000e+01,2.865066846475779130e+02
2.200000000000000000e+01,2.873873657991695723e+02
2.300000000000000000e+01,2.873875825287272505e+02
2.400000000000000000e+01,2.873878350189499997e+02
2.500000000000000000e+01,2.873878364114743249e+02
2.600000000000000000e+01,2.873882125156192160e+02
2.700000000000000000e+01,2.886468353904837159e+02
2.800000000000000000e+01,2.898933777645613645e+02
2.900000000000000000e+01,2.898933976338732350e+02
3.000000000000000000e+01,2.898933992808653670e+02
3.100000000000000000e+01,2.899154477197918709e+02
3.200000000000000000e+01,2.915839193251234178e+02
3.300000000000000000e+01,2.915839319336286621e+02
3.400000000000000000e+01,2.915839337137496727e+02
3.500000000000000000e+01,2.938902023968842059e+02
3.600000000000000000e+01,2.939555681562566747e+02
3.700000000000000000e+01,2.939555688008089191e+02
3.800000000000000000e+01,2.939555744545827451e+02
3.900000000000000000e+01,2.939566849969101554e+02
4.000000000000000000e+01,2.940553800393968231e+02
4.100000000000000000e+01,2.940564334524950709e+02
4.200000000000000000e+01,2.942625315819371394e+02
4.300000000000000000e+01,2.943281110132774074e+02
4.400000000000000000e+01,2.943282427017435907e+02
4.500000000000000000e+01,2.949617578379231873e+02
4.600000000000000000e+01,2.960584465238429175e+02
4.700000000000000000e+01,2.960636100374016451e+02
4.800000000000000000e+01,2.960958203261945982e+02
4.900000000000000000e+01,2.960958267821044387e+02
5.000000000000000000e+01,2.960958298322644282e+02
5.100000000000000000e+01,2.961001702161582330e+02
5.200000000000000000e+01,2.961202254651490193e+02
5.300000000000000000e+01,2.961212453943639389e+02
5.400000000000000000e+01,2.961384860928129683e+02
5.500000000000000000e+01,2.979091283662854721e+02
5.600000000000000000e+01,2.984146996822215669e+02
5.700000000000000000e+01,2.984146996822763072e+02
5.800000000000000000e+01,2.984147413366213186e+02
5.900000000000000000e+01,2.984290325724361423e+02
6.000000000000000000e+01,2.984290434919420818e+02
6.100000000000000000e+01,2.984354225533499516e+02
6.200000000000000000e+01,2.984409215863450981e+02
6.300000000000000000e+01,2.990069877330621466e+02
6.400000000000000000e+01,3.001909864999752813e+02
6.500000000000000000e+01,3.001910104859844068e+02
6.600000000000000000e+01,3.001910341381783383e+02
6.700000000000000000e+01,3.002007118643809918e+02
6.800000000000000000e+01,3.002011289567603285e+02
6.900000000000000000e+01,3.002011866821148942e+02
7.000000000000000000e+01,3.002012078585207178e+02
7.100000000000000000e+01,3.023379510945962920e+02
7.200000000000000000e+01,3.024083715789342932e+02
7.300000000000000000e+01,3.024106244641862418e+02
7.400000000000000000e+01,3.024170173730952911e+02
7.500000000000000000e+01,3.024170410973339358e+02
7.600000000000000000e+01,3.024171025164938555e+02
7.700000000000000000e+01,3.024199617003940830e+02
7.800000000000000000e+01,3.024247878298334626e+02
7.900000000000000000e+01,3.037998026132618747e+02
8.000000000000000000e+01,3.041832442151429063e+02
8.100000000000000000e+01,3.269537494943007232e+02
8.200000000000000000e+01,4.089390042231187863e+02
8.300000000000000000e+01,4.099825825568946129e+02
8.400000000000000000e+01,4.099837799171308461e+02
8.500000000000000000e+01,4.099975632810367756e+02
8.600000000000000000e+01,4.099979273036266250e+02
8.700000000000000000e+01,4.099983157273529741e+02
8.800000000000000000e+01,4.100028736460585037e+02
8.900000000000000000e+01,4.100028754858698221e+02
9.000000000000000000e+01,4.100029532280906892e+02
9.100000000000000000e+01,4.100044176398315017e+02
9.200000000000000000e+01,4.100159059952687812e+02
9.300000000000000000e+01,4.115685182462667626e+02
9.400000000000000000e+01,4.116145851446837582e+02
9.500000000000000000e+01,4.116165446627403526e+02
9.600000000000000000e+01,4.116175584277335702e+02
9.700000000000000000e+01,4.116176020886233005e+02
9.800000000000000000e+01,4.116207330164235145e+02
9.900000000000000000e+01,4.116215673773411368e+02
1.000000000000000000e+02,4.116252141470973811e+02
1.010000000000000000e+02,4.116252780768252251e+02
1.020000000000000000e+02,4.116252985378069411e+02
1.030000000000000000e+02,4.116253035182077724e+02
1.040000000000000000e+02,4.116270144231126551e+02
1.050000000000000000e+02,4.129016608552888101e+02
1.060000000000000000e+02,4.129375505557821384e+02
1.070000000000000000e+02,4.129388484543067648e+02
1.080000000000000000e+02,4.129393100373376342e+02
1.090000000000000000e+02,4.129429218541105229e+02
1.100000000000000000e+02,4.129431907421150640e+02
1.110000000000000000e+02,4.129442487436301690e+02
1.120000000000000000e+02,4.129444619556607563e+02
1.130000000000000000e+02,4.129444730044262997e+02
