n,Mn
3.610000000000000000e+02,1.403649139659777489e+01
3.620000000000000000e+02,1.403703729847519099e+01
3.630000000000000000e+02,1.403706701686613556e+01
3.640000000000000000e+02,1.403876552081987050e+01
3.650000000000000000e+02,1.403877456386423361e+01
3.660000000000000000e+02,1.403907280208823316e+01
3.670000000000000000e+02,1.403926127579294381e+01
3.680000000000000000e+02,1.403967646600806951e+01
3.690000000000000000e+02,1.403992435679091066e+01
3.700000000000000000e+02,1.404050406200330237e+01
3.710000000000000000e+02,1.404094335124327486e+01
3.720000000000000000e+02,1.404170469970827995e+01
3.730000000000000000e+02,1.404174738264008582e+01
3.740000000000000000e+02,1.404175610527428653e+01
3.750000000000000000e+02,1.404177953660395062e+01
3.760000000000000000e+02,1.404179144631667775e+01
3.770000000000000000e+02,1.404281811934924207e+01
3.780000000000000000e+02,1.404325194621541328e+01
3.790000000000000000e+02,1.404351828579006067e+01
3.800000000000000000e+02,1.404491436027845808e+01
3.810000000000000000e+02,1.404505080141814588e+01
3.820000000000000000e+02,1.404570222120872636e+01
3.830000000000000000e+02,1.404574617996814290e+01
3.840000000000000000e+02,1.404591787227691135e+01
3.850000000000000000e+02,1.404624035257790560e+01
3.860000000000000000e+02,1.404782339424469839e+01
3.870000000000000000e+02,1.404789744345632485e+01
3.880000000000000000e+02,1.404849800105248114e+01
3.890000000000000000e+02,1.404883920141980269e+01
3.900000000000000000e+02,1.404907068460445529e+01
3.910000000000000000e+02,1.404944446547857062e+01
3.920000000000000000e+02,1.404977560360313582e+01
3.930000000000000000e+02,1.405014312015639355e+01
3.940000000000000000e+02,1.405019098963242286e+01
3.950000000000000000e+02,1.405025220695212340e+01
3.960000000000000000e+02,1.405041122898273187e+01
3.970000000000000000e+02,1.405083013161016581e+01
3.980000000000000000e+02,1.405083250611503232e+01
3.990000000000000000e+02,1.405174347803157531e+01
4.000000000000000000e+02,1.405192891386520238e+01
4.010000000000000000e+02,1.405239318035397922e+01
4.020000000000000000e+02,1.405316457828152110e+01
4.030000000000000000e+02,1.405316578623347290e+01
4.040000000000000000e+02,1.405316944958820358e+01
4.050000000000000000e+02,1.405399346790535731e+01
4.060000000000000000e+02,1.405431464353145365e+01
4.070000000000000000e+02,1.405464482418153693e+01
4.080000000000000000e+02,1.405470233351220877e+01
4.090000000000000000e+02,1.405505067042513012e+01
4.100000000000000000e+02,1.405529127153442204e+01
4.110000000000000000e+02,1.405623429846413153e+01
4.120000000000000000e+02,1.405637176014378831e+01
4.130000000000000000e+02,1.405639219809602203e+01
4.140000000000000000e+02,1.405639693779421684e+01
4.150000000000000000e+02,1.405674221830935089e+01
4.160000000000000000e+02,1.405718033747704077e+01
4.170000000000000000e+02,1.405751075224291036e+01
4.180000000000000000e+02,1.405816612283260447e+01
4.190000000000000000e+02,1.405828409698958836e+01
4.200000000000000000e+02,1.405846338024650066e+01
4.210000000000000000e+02,1.405865725796936339e+01
4.220000000000000000e+02,1.405865739767003753e+01
4.230000000000000000e+02,1.405963488116336890e+01
4.240000000000000000e+02,1.405992836862049700e+01
4.250000000000000000e+02,1.406026158884636246e+01
4.260000000000000000e+02,1.406042408960838941e+01
4.270000000000000000e+02,1.406102329924054573e+01
4.280000000000000000e+02,1.406106768617386571e+01
4.290000000000000000e+02,1.406107749140386609e+01
4.300000000000000000e+02,1.406138184781481115e+01
4.310000000000000000e+02,1.406204293532356431e+01
4.320000000000000000e+02,1.406209050636130975e+01
4.330000000000000000e+02,1.406249589263811473e+01
4.340000000000000000e+02,1.406302420583254253e+01
4.350000000000000000e+02,1.406315661757187208e+01
4.360000000000000000e+02,1.406315893102029868e+01
4.370000000000000000e+02,1.406352224061200751e+01
4.380000000000000000e+02,1.406362055986824089e+01
4.390000000000000000e+02,1.406440761226143010e+01
4.400000000000000000e+02,1.406440934970576073e+01
4.410000000000000000e+02,1.406485797515828473e+01
4.420000000000000000e+02,1.406502133180010539e+01
4.430000000000000000e+02,1.406513917091314525e+01
4.440000000000000000e+02,1.406587542015285841e+01
4.450000000000000000e+02,1.406590174415957861e+01
4.460000000000000000e+02,1.406618540358750380e+01
4.470000000000000000e+02,1.406629758343524905e+01
4.480000000000000000e+02,1.406633886516705623e+01
4.490000000000000000e+02,1.406679416394907456e+01
4.500000000000000000e+02,1.406705861832676518e+01
4.510000000000000000e+02,1.406712928333754142e+01
4.520000000000000000e+02,1.406794869587681873e+01
4.530000000000000000e+02,1.406810596541217961e+01
4.540000000000000000e+02,1.406810769873338174e+01
4.550000000000000000e+02,1.406814897507635109e+01
4.560000000000000000e+02,1.406886214448784145e+01
4.570000000000000000e+02,1.406887656096519024e+01
4.580000000000000000e+02,1.406889084277597135e+01
4.590000000000000000e+02,1.407049785228008254e+01
4.600000000000000000e+02,1.407058711687959196e+01
4.610000000000000000e+02,1.407064824654478308e+01
4.620000000000000000e+02,1.407095519663100447e+01
4.630000000000000000e+02,1.407114529014330806e+01
4.640000000000000000e+02,1.407135848922365717e+01
4.650000000000000000e+02,1.407137494452078208e+01
4.660000000000000000e+02,1.407142929314355762e+01
4.670000000000000000e+02,1.407144000566435160e+01
4.680000000000000000e+02,1.407144940419894752e+01
4.690000000000000000e+02,1.407300219430209687e+01
4.700000000000000000e+02,1.407303110402923885e+01
4.710000000000000000e+02,1.407304530611426507e+01
4.720000000000000000e+02,1.407335990298451911e+01
4.730000000000000000e+02,1.407336228767712250e+01
4.740000000000000000e+02,1.407360227863891211e+01
4.750000000000000000e+02,1.407379785629067825e+01
4.760000000000000000e+02,1.407400163081413247e+01
4.770000000000000000e+02,1.407415018699973785e+01
4.780000000000000000e+02,1.407446060726019788e+01
4.790000000000000000e+02,1.407460017987038192e+01
4.800000000000000000e+02,1.407460971709685715e+01
4.810000000000000000e+02,1.407522137241751459e+01
4.820000000000000000e+02,1.407524895042358537e+01
4.830000000000000000e+02,1.407582379449181254e+01
4.840000000000000000e+02,1.407594844988713767e+01
4.850000000000000000e+02,1.407616578454245015e+01
4.860000000000000000e+02,1.407624879250405314e+01
4.870000000000000000e+02,1.407652762290493342e+01
4.880000000000000000e+02,1.407685717054504160e+01
4.890000000000000000e+02,1.407736408027262343e+01
4.900000000000000000e+02,1.407758404271074859e+01
4.910000000000000000e+02,1.407758880614520436e+01
4.920000000000000000e+02,1.407767452406538489e+01
4.930000000000000000e+02,1.407778011822280817e+01
4.940000000000000000e+02,1.407846897174941958e+01
4.950000000000000000e+02,1.407870533878203112e+01
4.960000000000000000e+02,1.407887722332386282e+01
4.970000000000000000e+02,1.407893814890543993e+01
4.980000000000000000e+02,1.407894167452838197e+01
4.990000000000000000e+02,1.407894228662656921e+01
5.000000000000000000e+02,1.407923883042299806e+01
5.010000000000000000e+02,1.407950343048651298e+01
5.020000000000000000e+02,1.407950351593814986e+01
5.030000000000000000e+02,1.408018379008951371e+01
5.040000000000000000e+02,1.408041391936666464e+01
5.050000000000000000e+02,1.408095354497471874e+01
5.060000000000000000e+02,1.408106023563610876e+01
5.070000000000000000e+02,1.408126448266997599e+01
5.080000000000000000e+02,1.408130179402498783e+01
5.090000000000000000e+02,1.408141301934753109e+01
5.100000000000000000e+02,1.408162377584401526e+01
5.110000000000000000e+02,1.408176549015384538e+01
5.120000000000000000e+02,1.408199300871173421e+01
5.130000000000000000e+02,1.408230892431606662e+01
5.140000000000000000e+02,1.408241467633174437e+01
5.150000000000000000e+02,1.408246690836207371e+01
5.160000000000000000e+02,1.408262073980763951e+01
5.170000000000000000e+02,1.408279317725990865e+01
5.180000000000000000e+02,1.408284033459753637e+01
5.190000000000000000e+02,1.408292062555458379e+01
5.200000000000000000e+02,1.408293152964523998e+01
5.210000000000000000e+02,1.408368835305635081e+01
5.220000000000000000e+02,1.408406753631586739e+01
5.230000000000000000e+02,1.408442842241138315e+01
5.240000000000000000e+02,1.408455301128654291e+01
5.250000000000000000e+02,1.408523603506956512e+01
5.260000000000000000e+02,1.408540797556482715e+01
5.270000000000000000e+02,1.408557289716548233e+01
5.280000000000000000e+02,1.408578314856842617e+01
5.290000000000000000e+02,1.408581736335403356e+01
5.300000000000000000e+02,1.408583335593848140e+01
5.310000000000000000e+02,1.408597671119239259e+01
5.320000000000000000e+02,1.408615813576298059e+01
5.330000000000000000e+02,1.408622791990769585e+01
5.340000000000000000e+02,1.408651873788278230e+01
5.350000000000000000e+02,1.408673082502127727e+01
5.360000000000000000e+02,1.408706270539659400e+01
5.370000000000000000e+02,1.408726907111364923e+01
5.380000000000000000e+02,1.408738735830245226e+01
5.390000000000000000e+02,1.408742611624542462e+01
5.400000000000000000e+02,1.408784332211459578e+01
5.410000000000000000e+02,1.408819681979758265e+01
5.420000000000000000e+02,1.408837323283074916e+01
5.430000000000000000e+02,1.408848332170733464e+01
5.440000000000000000e+02,1.408904213627482171e+01
5.450000000000000000e+02,1.408938447673214611e+01
5.460000000000000000e+02,1.408965671628173588e+01
5.470000000000000000e+02,1.408977361678456752e+01
5.480000000000000000e+02,1.409037907215503083e+01
5.490000000000000000e+02,1.409057948333292565e+01
5.500000000000000000e+02,1.409058254093539020e+01
5.510000000000000000e+02,1.409078243372009176e+01
5.520000000000000000e+02,1.409084179664141701e+01
5.530000000000000000e+02,1.409136073032432712e+01
5.540000000000000000e+02,1.409137679819306932e+01
5.550000000000000000e+02,1.409139983841166988e+01
5.560000000000000000e+02,1.409143397546483101e+01
5.570000000000000000e+02,1.409143760575648230e+01
5.580000000000000000e+02,1.409175106514880227e+01
5.590000000000000000e+02,1.409196304613695716e+01
5.600000000000000000e+02,1.409228070159104362e+01
5.610000000000000000e+02,1.409234334675706002e+01
5.620000000000000000e+02,1.409260762671779865e+01
5.630000000000000000e+02,1.409282748463219725e+01
5.640000000000000000e+02,1.409296922160548426e+01
5.650000000000000000e+02,1.409301400991732578e+01
5.660000000000000000e+02,1.409323604689071807e+01
5.670000000000000000e+02,1.409323638427676606e+01
5.680000000000000000e+02,1.409342576768897359e+01
5.690000000000000000e+02,1.409352085248028175e+01
5.700000000000000000e+02,1.409362434507735884e+01
5.710000000000000000e+02,1.409369272968540265e+01
5.720000000000000000e+02,1.409425834914899056e+01
5.730000000000000000e+02,1.409427250192332970e+01
5.740000000000000000e+02,1.409445986160798370e+01
5.750000000000000000e+02,1.409460315070498737e+01
5.760000000000000000e+02,1.409477781866915969e+01
5.770000000000000000e+02,1.409495136908268265e+01
5.780000000000000000e+02,1.409498826524573900e+01
5.790000000000000000e+02,1.409531422092601005e+01
5.800000000000000000e+02,1.409531635212980127e+01
5.810000000000000000e+02,1.409580798942633173e+01
5.820000000000000000e+02,1.409597433616464812e+01
