n,blue,red
1.020000000000000000e+02,6.318204428456634762e-03,2.436492254759719395e-02
1.030000000000000000e+02,6.318203890757128315e-03,2.436492254759717313e-02
1.040000000000000000e+02,6.318019191904404065e-03,2.390234942332622806e-02
1.050000000000000000e+02,6.182862623496986586e-03,2.390234942332619683e-02
1.060000000000000000e+02,6.179009062179078790e-03,2.315293362591456724e-02
1.070000000000000000e+02,6.178878648943760335e-03,2.315293362591451520e-02
1.080000000000000000e+02,6.178832271350655908e-03,2.307849302892161711e-02
1.090000000000000000e+02,6.178471388439640312e-03,2.307849302892158935e-02
1.100000000000000000e+02,6.178444521501211956e-03,2.190737836002072322e-02
1.110000000000000000e+02,6.178349406757667125e-03,2.190737836002071628e-02
1.120000000000000000e+02,6.178330239671709669e-03,2.189483047933620669e-02
1.130000000000000000e+02,6.178329245967696497e-03,2.189483047933614424e-02
1.140000000000000000e+02,6.178321747303678647e-03,2.124040179155363764e-02
1.150000000000000000e+02,6.167691099406511987e-03,2.124040179155361682e-02
1.160000000000000000e+02,6.043106327356472136e-03,2.099215015734711212e-02
1.170000000000000000e+02,6.043106042395138960e-03,2.099215015734705661e-02
1.180000000000000000e+02,6.042802499555710929e-03,2.065699147270720626e-02
1.190000000000000000e+02,6.042802443919074139e-03,2.065699147270714381e-02
1.200000000000000000e+02,6.042701761727084335e-03,1.964016131070564150e-02
1.210000000000000000e+02,6.042694402416962964e-03,1.964016131070558946e-02
1.220000000000000000e+02,6.042694380449908920e-03,1.942484347926824034e-02
1.230000000000000000e+02,6.042627562299954930e-03,1.942484347926818136e-02
1.240000000000000000e+02,6.042623402056723422e-03,1.913718308789812486e-02
1.250000000000000000e+02,6.042477972529392179e-03,1.913718308789810058e-02
1.260000000000000000e+02,6.042405614760994539e-03,1.899748017560847629e-02
1.270000000000000000e+02,6.022322804930181628e-03,1.899748017560840344e-02
1.280000000000000000e+02,5.949926734033673600e-03,1.822847655677455395e-02
1.290000000000000000e+02,5.949868450137502443e-03,1.822847655677454007e-02
1.300000000000000000e+02,5.949868065377314323e-03,1.770709104962357380e-02
1.310000000000000000e+02,5.949867618996166133e-03,1.770709104962353564e-02
1.320000000000000000e+02,5.949861680744452860e-03,1.748743967148195383e-02
1.330000000000000000e+02,5.949706903871455031e-03,1.748743967148193648e-02
1.340000000000000000e+02,5.949687792201024776e-03,1.708984886827501215e-02
1.350000000000000000e+02,5.891829703436128260e-03,1.708984886827496705e-02
1.360000000000000000e+02,5.859664416450196048e-03,1.708043486175422204e-02
1.370000000000000000e+02,5.859660389790808180e-03,1.708043486175419082e-02
1.380000000000000000e+02,5.859621417790378435e-03,1.623109406339078020e-02
1.390000000000000000e+02,5.856431080269148583e-03,1.623109406339071428e-02
1.400000000000000000e+02,5.856068832661919313e-03,1.615064899181855793e-02
1.410000000000000000e+02,5.852783297991750490e-03,1.615064899181849895e-02
1.420000000000000000e+02,5.848521539740680723e-03,1.603842594912931185e-02
1.430000000000000000e+02,5.848521050872708578e-03,1.603842594912929104e-02
1.440000000000000000e+02,5.848515928620553160e-03,1.601868494341092408e-02
1.450000000000000000e+02,5.848515527534035863e-03,1.601868494341090673e-02
1.460000000000000000e+02,5.848389022486118714e-03,1.599212741717002950e-02
1.470000000000000000e+02,5.847878647140036801e-03,1.599212741716999481e-02
1.480000000000000000e+02,5.846151945121345721e-03,1.598899899124959362e-02
1.490000000000000000e+02,5.846128011673642003e-03,1.598899899124956586e-02
1.500000000000000000e+02,5.846118179586020508e-03,1.576009406826553785e-02
1.510000000000000000e+02,5.846117205422647276e-03,1.576009406826552398e-02
1.520000000000000000e+02,5.844941489935473466e-03,1.546098800405907095e-02
1.530000000000000000e+02,5.844273294562368076e-03,1.546098800405903972e-02
1.540000000000000000e+02,5.844242112558006678e-03,1.545368618878240757e-02
1.550000000000000000e+02,5.805647878855523664e-03,1.545368618878237288e-02
1.560000000000000000e+02,5.780538264705737360e-03,1.510269252290765210e-02
1.570000000000000000e+02,5.780464835377020077e-03,1.510269252290763822e-02
1.580000000000000000e+02,5.780063482806121686e-03,1.495898147437676670e-02
1.590000000000000000e+02,5.780049760972751603e-03,1.495898147437676150e-02
1.600000000000000000e+02,5.780038746580068963e-03,1.470900403836005420e-02
1.610000000000000000e+02,5.779995306698225421e-03,1.470900403836002991e-02
1.620000000000000000e+02,5.779935191686224119e-03,1.469404796312237874e-02
1.630000000000000000e+02,5.779633408559321957e-03,1.469404796312237874e-02
1.640000000000000000e+02,5.779596123147057347e-03,1.458885607601417313e-02
1.650000000000000000e+02,5.779595783918309825e-03,1.458885607601415405e-02
1.660000000000000000e+02,5.779591402570799334e-03,1.424435927772877558e-02
1.670000000000000000e+02,5.779338678944611653e-03,1.424435927772877038e-02
1.680000000000000000e+02,5.779337053697174154e-03,1.403966108920897717e-02
1.690000000000000000e+02,5.717326535201401431e-03,1.403966108920892339e-02
1.700000000000000000e+02,5.717190337524672740e-03,1.399248943745391542e-02
1.710000000000000000e+02,5.717173080142934696e-03,1.399248943745389634e-02
1.720000000000000000e+02,5.717171138417537907e-03,1.376294297198839972e-02
1.730000000000000000e+02,5.717166203912590026e-03,1.376294297198839278e-02
1.740000000000000000e+02,5.716971251809980364e-03,1.353889407621861746e-02
1.750000000000000000e+02,5.716952663368442614e-03,1.353889407621860705e-02
1.760000000000000000e+02,5.716896186819696822e-03,1.332218166648153901e-02
1.770000000000000000e+02,5.716896152890638474e-03,1.332218166648153554e-02
1.780000000000000000e+02,5.716891994290504951e-03,1.325874548612350663e-02
1.790000000000000000e+02,5.716756692631844161e-03,1.325874548612348582e-02
1.800000000000000000e+02,5.716732810256286955e-03,1.308960203535893679e-02
1.810000000000000000e+02,5.716725999101834876e-03,1.308960203535888822e-02
1.820000000000000000e+02,5.716718953002457304e-03,1.280915789622966323e-02
1.830000000000000000e+02,5.715648287751270117e-03,1.280915789622962854e-02
1.840000000000000000e+02,5.671679238124217176e-03,1.274005071878260044e-02
1.850000000000000000e+02,5.671666447617446268e-03,1.274005071878259697e-02
1.860000000000000000e+02,5.671549091272681808e-03,1.249117988969425212e-02
1.870000000000000000e+02,5.671498717913444482e-03,1.249117988969422957e-02
1.880000000000000000e+02,5.671486465368092041e-03,1.224894053640663075e-02
1.890000000000000000e+02,5.671485912426769103e-03,1.224894053640662901e-02
1.900000000000000000e+02,5.671475837495686123e-03,1.221428101246088346e-02
1.910000000000000000e+02,5.671370758873548433e-03,1.221428101246087999e-02
1.920000000000000000e+02,5.671368816289064536e-03,1.220924675894340464e-02
1.930000000000000000e+02,5.671365473634446160e-03,1.220924675894338902e-02
1.940000000000000000e+02,5.671365349259987511e-03,1.173160067988480645e-02
1.950000000000000000e+02,5.649520496927103522e-03,1.173160067988480645e-02
1.960000000000000000e+02,5.627328176796351014e-03,1.168788545200763994e-02
1.970000000000000000e+02,5.627244765805685354e-03,1.168788545200763647e-02
1.980000000000000000e+02,5.627238911687491678e-03,1.155083884534730508e-02
1.990000000000000000e+02,5.627203900026970379e-03,1.155083884534727733e-02
2.000000000000000000e+02,5.627193724664388344e-03,1.146812859073752938e-02
2.010000000000000000e+02,5.627191335917502285e-03,1.146812859073750857e-02
2.020000000000000000e+02,5.627186030608498542e-03,1.122638738523422733e-02
2.030000000000000000e+02,5.627183973456535877e-03,1.122638738523422212e-02
2.040000000000000000e+02,5.627182909709762051e-03,1.116630253226661221e-02
2.050000000000000000e+02,5.627179113303616004e-03,1.116630253226659486e-02
2.060000000000000000e+02,5.627108316911402092e-03,1.078252588056604309e-02
2.070000000000000000e+02,5.625886413769654905e-03,1.078252588056599452e-02
2.080000000000000000e+02,5.594473859594253397e-03,1.074415138600463664e-02
2.090000000000000000e+02,5.594472869812790010e-03,1.074415138600462970e-02
2.100000000000000000e+02,5.594467980416053567e-03,1.070478678424470476e-02
2.110000000000000000e+02,5.594451080401506050e-03,1.070478678424468741e-02
2.120000000000000000e+02,5.594429377302942950e-03,1.065398098869039904e-02
2.130000000000000000e+02,5.594404977693555325e-03,1.065398098869034700e-02
2.140000000000000000e+02,5.594366724295482020e-03,1.035425661605705525e-02
2.150000000000000000e+02,5.594365649846866871e-03,1.035425661605701361e-02
2.160000000000000000e+02,5.594364168364938418e-03,1.034573373131822752e-02
2.170000000000000000e+02,4.854774208538727154e-03,1.034573373131821017e-02
2.180000000000000000e+02,2.923698118807375144e-03,1.031299154859228497e-02
2.190000000000000000e+02,2.886325918236564824e-03,1.031299154859227282e-02
2.200000000000000000e+02,2.878256660830677115e-03,1.024812493425738234e-02
2.210000000000000000e+02,2.878254030264434417e-03,1.024812493425738234e-02
2.220000000000000000e+02,2.877654761588682199e-03,1.015444215499580576e-02
2.230000000000000000e+02,2.877566170248559412e-03,1.015444215499577627e-02
2.240000000000000000e+02,2.877552633917654281e-03,1.015234027945773228e-02
2.250000000000000000e+02,2.877072870359982052e-03,1.015234027945772360e-02
2.260000000000000000e+02,2.876988065819401173e-03,1.007362760938016605e-02
2.270000000000000000e+02,2.876983804397972768e-03,1.007362760938013309e-02
2.280000000000000000e+02,2.876979952647349022e-03,1.002737692475296274e-02
2.290000000000000000e+02,2.876921709728608081e-03,1.002737692475294193e-02
2.300000000000000000e+02,2.876856997507432241e-03,9.942173271368709084e-03
2.310000000000000000e+02,2.821676568513435072e-03,9.942173271368695206e-03
2.320000000000000000e+02,2.814087861056320701e-03,9.941655561688345771e-03
2.330000000000000000e+02,2.814086961564569219e-03,9.941655561688330159e-03
2.340000000000000000e+02,2.814033269342888777e-03,9.875429604679714091e-03
2.350000000000000000e+02,2.813912534046811124e-03,9.875429604679708886e-03
2.360000000000000000e+02,2.813894756350688187e-03,9.699055297497878592e-03
2.370000000000000000e+02,2.813867553996559408e-03,9.699055297497868183e-03
2.380000000000000000e+02,2.813823135908631590e-03,9.670368702741315159e-03
2.390000000000000000e+02,2.813782100824247304e-03,9.670368702741296077e-03
2.400000000000000000e+02,2.813735612831778313e-03,9.576927657938928001e-03
2.410000000000000000e+02,2.813731008888327879e-03,9.576927657938926267e-03
2.420000000000000000e+02,2.813731008341086807e-03,9.501071517929407517e-03
2.430000000000000000e+02,2.813726484968623754e-03,9.501071517929404048e-03
2.440000000000000000e+02,2.813654833467607499e-03,9.453009569856282018e-03
2.450000000000000000e+02,2.813653637902242908e-03,9.453009569856259467e-03
2.460000000000000000e+02,2.813648506625731141e-03,9.284453050900783391e-03
2.470000000000000000e+02,2.813628011399466316e-03,9.284453050900771248e-03
2.480000000000000000e+02,2.813594664185405884e-03,9.251579062500642908e-03
2.490000000000000000e+02,2.813594660812726578e-03,9.251579062500641173e-03
2.500000000000000000e+02,2.813547022445165094e-03,9.203707158995622431e-03
2.510000000000000000e+02,2.813524557746905925e-03,9.203707158995606818e-03
2.520000000000000000e+02,2.813473081779989827e-03,9.194441869664745845e-03
2.530000000000000000e+02,2.775077000705186703e-03,9.194441869664740641e-03
2.540000000000000000e+02,2.765343160966017826e-03,9.052233383746319251e-03
2.550000000000000000e+02,2.765329071146960683e-03,9.052233383746303638e-03
2.560000000000000000e+02,2.765288435716706499e-03,8.881203700564294784e-03
2.570000000000000000e+02,2.765284792931027059e-03,8.881203700564287845e-03
2.580000000000000000e+02,2.765284640943474741e-03,8.878726122356735834e-03
2.590000000000000000e+02,2.765282772894265932e-03,8.878726122356706343e-03
2.600000000000000000e+02,2.765280083144433347e-03,8.807415848889353638e-03
2.610000000000000000e+02,2.765255662010164452e-03,8.807415848889322413e-03
2.620000000000000000e+02,2.765236747893667045e-03,8.755774499572580374e-03
2.630000000000000000e+02,2.765214378035717960e-03,8.755774499572571701e-03
2.640000000000000000e+02,2.765173571535564645e-03,8.625996199969742512e-03
2.650000000000000000e+02,2.765168873076488416e-03,8.625996199969739042e-03
2.660000000000000000e+02,2.765139144892784194e-03,8.552897973815518085e-03
2.670000000000000000e+02,2.765137671725716260e-03,8.552897973815512880e-03
2.680000000000000000e+02,2.765098245440513521e-03,8.526106653927263343e-03
2.690000000000000000e+02,2.717888681844728149e-03,8.526106653927226914e-03
2.700000000000000000e+02,2.717203502260164948e-03,8.347281280144778701e-03
2.710000000000000000e+02,2.717200153526859105e-03,8.347281280144749210e-03
2.720000000000000000e+02,2.717199939295322515e-03,8.327361908031115714e-03
2.730000000000000000e+02,2.717149600391229654e-03,8.327361908031107041e-03
2.740000000000000000e+02,2.717145528309057329e-03,8.291410976947745717e-03
2.750000000000000000e+02,2.717140753263964925e-03,8.291410976947731840e-03
2.760000000000000000e+02,2.717111245147960444e-03,8.256082713566014961e-03
2.770000000000000000e+02,2.717111121838899565e-03,8.256082713566006287e-03
2.780000000000000000e+02,2.717107683623499678e-03,8.057474406089221511e-03
2.790000000000000000e+02,2.717092986309373962e-03,8.057474406089209368e-03
2.800000000000000000e+02,2.717076309583800996e-03,8.025474929913626460e-03
2.810000000000000000e+02,2.717070479348978728e-03,8.025474929913603908e-03
2.820000000000000000e+02,2.717045269402103020e-03,7.926224227501438638e-03
2.830000000000000000e+02,2.683073435315264099e-03,7.926224227501428229e-03
2.840000000000000000e+02,2.679832470097404627e-03,7.918831209343306018e-03
2.850000000000000000e+02,2.679830076175845378e-03,7.918831209343266120e-03
2.860000000000000000e+02,2.679786087235506119e-03,7.855319288637816269e-03
2.870000000000000000e+02,2.679785574980131282e-03,7.855319288637788513e-03
2.880000000000000000e+02,2.679783559237277832e-03,7.757368949812405538e-03
2.890000000000000000e+02,2.679770184883602507e-03,7.757368949812390793e-03
2.900000000000000000e+02,2.679757351939678414e-03,7.692339286680653469e-03
2.910000000000000000e+02,2.679756770472767769e-03,7.692339286680644796e-03
2.920000000000000000e+02,2.679754432744806038e-03,7.539554244086970648e-03
2.930000000000000000e+02,2.679732166729729623e-03,7.539554244086955036e-03
2.940000000000000000e+02,2.679731967160257564e-03,7.530201422499382090e-03
2.950000000000000000e+02,2.679731031713064766e-03,7.530201422499377753e-03
2.960000000000000000e+02,2.679692698350521953e-03,7.489114946462107313e-03
2.970000000000000000e+02,2.679692408590487410e-03,7.489114946462100374e-03
2.980000000000000000e+02,2.679669659028392163e-03,7.399664847332078875e-03
2.990000000000000000e+02,2.679667703163380980e-03,7.399664847332066732e-03
3.000000000000000000e+02,2.679667699498513092e-03,7.385677109437533902e-03
3.010000000000000000e+02,2.675987573681549644e-03,7.385677109437520892e-03
3.020000000000000000e+02,2.642644600268403976e-03,7.222472931785321390e-03
3.030000000000000000e+02,2.642629542892350070e-03,7.222472931785310114e-03
3.040000000000000000e+02,2.642625146526030033e-03,7.182195568475336842e-03
3.050000000000000000e+02,2.642622378831449136e-03,7.182195568475335107e-03
3.060000000000000000e+02,2.642622378831019792e-03,7.161224322852290797e-03
3.070000000000000000e+02,2.642596706493548220e-03,7.161224322852283858e-03
3.080000000000000000e+02,2.642588857247705515e-03,7.133263464267332842e-03
3.090000000000000000e+02,2.641087374186050930e-03,7.133263464267325903e-03
3.100000000000000000e+02,2.641060883779221876e-03,7.117682707129448054e-03
3.110000000000000000e+02,2.638517338746048952e-03,7.117682707129448054e-03
3.120000000000000000e+02,2.637777530133833537e-03,7.086724462391221641e-03
3.130000000000000000e+02,2.636935356446161189e-03,7.086724462391221641e-03
3.140000000000000000e+02,2.636807334069013898e-03,7.066614211445155364e-03
3.150000000000000000e+02,2.636799339736212687e-03,7.066614211445151894e-03
3.160000000000000000e+02,2.636786364872744336e-03,7.040788564325509147e-03
3.170000000000000000e+02,2.636784457648264426e-03,7.040788564325503075e-03
3.180000000000000000e+02,2.636275829926803919e-03,6.980458412773197716e-03
3.190000000000000000e+02,2.635975078383704512e-03,6.980458412773191644e-03
3.200000000000000000e+02,2.635972450472092235e-03,6.977345297301515252e-03
3.210000000000000000e+02,2.635971528789447967e-03,6.977345297301509180e-03
3.220000000000000000e+02,2.635971079016249680e-03,6.958945665346679028e-03
3.230000000000000000e+02,2.635970897971346219e-03,6.958945665346672090e-03
3.240000000000000000e+02,2.635954279871633495e-03,6.906482460524680268e-03
3.250000000000000000e+02,2.635890295641892585e-03,6.906482460524676799e-03
3.260000000000000000e+02,2.635750711920290153e-03,6.896820933006915337e-03
3.270000000000000000e+02,2.620163532578181215e-03,6.896820933006903194e-03
3.280000000000000000e+02,2.606575782144957606e-03,6.819751264354863285e-03
3.290000000000000000e+02,2.606555023521811652e-03,6.819751264354859815e-03
3.300000000000000000e+02,2.606428049495949917e-03,6.811448915992382100e-03
3.310000000000000000e+02,2.606405536474419582e-03,6.811448915992370824e-03
3.320000000000000000e+02,2.606399239499661551e-03,6.721271374583175258e-03
3.330000000000000000e+02,2.606384946161765040e-03,6.721271374583162247e-03
3.340000000000000000e+02,2.606288087404893660e-03,6.719060549223607355e-03
3.350000000000000000e+02,2.606285856715160904e-03,6.719060549223602151e-03
3.360000000000000000e+02,2.606285820329371124e-03,6.699790403740582372e-03
3.370000000000000000e+02,2.606285009398304903e-03,6.699790403740574565e-03
3.380000000000000000e+02,2.606271713936753748e-03,6.633754034751029698e-03
3.390000000000000000e+02,2.606257452975294705e-03,6.633754034751017555e-03
3.400000000000000000e+02,2.606256837342910658e-03,6.612137426087871285e-03
3.410000000000000000e+02,2.606245571283231748e-03,6.612137426087859142e-03
3.420000000000000000e+02,2.606169319882853472e-03,6.585600011777636639e-03
3.430000000000000000e+02,2.606169035145476567e-03,6.585600011777635772e-03
3.440000000000000000e+02,2.606168231662394415e-03,6.493503774038573984e-03
3.450000000000000000e+02,2.606148284966537318e-03,6.493503774038560973e-03
3.460000000000000000e+02,2.606097793353483964e-03,6.480275379337248863e-03
3.470000000000000000e+02,2.606095898303432187e-03,6.480275379337238455e-03
3.480000000000000000e+02,2.606073499482130986e-03,6.453208878198671110e-03
3.490000000000000000e+02,2.578618839885553869e-03,6.453208878198666773e-03
3.500000000000000000e+02,2.577042571705309270e-03,6.446035677091112477e-03
3.510000000000000000e+02,2.577035354486524859e-03,6.446035677091102936e-03
3.520000000000000000e+02,2.577030446690242640e-03,6.366556903787384120e-03
3.530000000000000000e+02,2.577019154198791594e-03,6.366556903787378915e-03
3.540000000000000000e+02,2.576971259195267195e-03,6.297322162000469625e-03
3.550000000000000000e+02,2.576970291799645686e-03,6.297322162000467023e-03
3.560000000000000000e+02,2.576969087624093446e-03,6.236694460693935349e-03
3.570000000000000000e+02,2.576967321955668608e-03,6.236694460693920604e-03
3.580000000000000000e+02,2.576954915266800941e-03,6.232489658292303392e-03
3.590000000000000000e+02,2.576906573299296826e-03,6.232489658292298187e-03
3.600000000000000000e+02,2.576905224885091012e-03,6.221880943028077447e-03
3.610000000000000000e+02,2.576905214718823445e-03,6.221880943028069641e-03
3.620000000000000000e+02,2.576904483635954288e-03,6.198501271896901185e-03
3.630000000000000000e+02,2.576903690465812309e-03,6.198501271896894246e-03
3.640000000000000000e+02,2.576894461585705134e-03,6.166999408671991478e-03
3.650000000000000000e+02,2.576888937798038712e-03,6.166999408671988876e-03
3.660000000000000000e+02,2.576873615092247459e-03,6.092478094400596844e-03
3.670000000000000000e+02,2.576839607534032670e-03,6.092478094400585568e-03
3.680000000000000000e+02,2.576831037642271591e-03,6.049374673511900488e-03
3.690000000000000000e+02,2.576404790381039284e-03,6.049374673511887478e-03
3.700000000000000000e+02,2.553786888055234981e-03,5.957819904122971418e-03
3.710000000000000000e+02,2.553785740344506009e-03,5.957819904122970550e-03
3.720000000000000000e+02,2.553778370537603242e-03,5.947661527966638211e-03
3.730000000000000000e+02,2.553778223115522623e-03,5.947661527966632139e-03
3.740000000000000000e+02,2.553741333178130915e-03,5.912180507744792778e-03
3.750000000000000000e+02,2.553740691806391776e-03,5.912180507744784104e-03
3.760000000000000000e+02,2.553739562114603744e-03,5.883847263927126890e-03
3.770000000000000000e+02,2.553739541524584905e-03,5.883847263927094798e-03
3.780000000000000000e+02,2.553738967569846568e-03,5.871691518224371464e-03
3.790000000000000000e+02,2.553733142762190395e-03,5.871691518224357587e-03
3.800000000000000000e+02,2.553729021517023214e-03,5.870848090272574697e-03
3.810000000000000000e+02,2.553714673473701617e-03,5.870848090272562554e-03
3.820000000000000000e+02,2.553711234747122090e-03,5.799126080926400931e-03
3.830000000000000000e+02,2.553708193222276740e-03,5.799126080926392257e-03
3.840000000000000000e+02,2.553678940563619808e-03,5.724459380483891240e-03
3.850000000000000000e+02,2.553678801942606269e-03,5.724459380483886035e-03
3.860000000000000000e+02,2.553671926438131484e-03,5.680660458673950954e-03
3.870000000000000000e+02,2.541743087737418413e-03,5.680660458673948351e-03
3.880000000000000000e+02,2.530747078367119075e-03,5.647891819857379404e-03
